id,secure_code,airline,departure_city,departure_date,arrival_airport,arrival_city,arrival_time,passenger_name,passenger_gender,seat_number,currency,departure_gate,flight_status,co_pilot_name,aircraft_type,fuel_consumption
1120,01H4EEMN8GKKTQ9ZCZ9ANC1N81,Delta,La Paz Centro,16/9/2022,GLM,Bugang,6/7/2023 01:40,Jeramey Lofthouse,Male,C3,NIO,B2,On Time,Abelard Dilston,Airbus A320,8694.81
1121,01H4EEMN8KRKY9E9VX6Z6Z3RQT,Delta,San Francisco,21/11/2022,JWA,Capitão Poço,6/7/2023 12:39,Billie Anthoine,Male,A1,MXN,C3,On Time,Fransisco MacIntyre,Boeing 737,2704.22
1122,01H4EEMN8PXVJ441ENPMPC866Z,United,Ban Thaen,20/4/2022,CAY,Biaoshan,6/7/2023 09:04,Magdalen Waymont,Female,B2,THB,B2,On Time,Georgette O'Hartnedy,Boeing 737,3368.26
1123,01H4EEMN8S7TZDWAM6PA1DZ53F,American,Växjö,19/5/2022,EKN,Inglewood,6/7/2023 20:24,Udall Bartalini,Male,C3,SEK,A1,On Time,Fitz Touret,Airbus A320,4641.44
1124,01H4EEMN8WPEM8PEZ5YHMAZY4W,United,Lleida,26/3/2022,AIP,Laojunpo,6/7/2023 05:59,Heindrick Gillham,Male,A1,EUR,B2,On Time,Husein Boxe,Airbus A320,3935.08
1125,01H4EEMN8ZRPXBK3EK7C1ZKBNE,American,Lok,26/2/2022,LLN,Daxing,6/7/2023 01:54,Audrey Nesbeth,Female,A1,RSD,B2,Cancelled,Susy Tucknutt,Boeing 737,2249.93
1126,01H4EEMN92E1KRNW1P54VYWRN5,Delta,Margita,28/12/2022,MWT,Bianxiong,6/7/2023 10:41,Reggi Sidon,Female,A1,RSD,C3,Cancelled,Helen-elizabeth Pascow,Embraer E190,9904.63
1127,01H4EEMN956BQGVC8HVH3VVXT1,American,Zharkovskiy,4/8/2022,WAQ,Leiden,6/7/2023 21:08,Jasmina Thorns,Female,C3,RUB,A1,Cancelled,Roze Ghest,Boeing 737,2236.72
1128,01H4EEMN98QP73FXFKHV229X66,Delta,Richibucto,21/8/2022,KIL,Taluncemara,6/7/2023 06:43,Starla Mucklow,Genderfluid,C3,CAD,B2,Cancelled,Romola Edger,Boeing 737,7986.38
1129,01H4EEMN9CXXXEMK5SB1C6CMR8,Delta,Xintian,2/2/2022,TSW,San Vicente,6/7/2023 07:17,Welbie Rapps,Male,C3,CNY,C3,Delayed,Dan Winterton,Boeing 737,2006.5
1130,01H4EEMN9F69EMBT0217R05EQ6,United,Peresvet,6/6/2022,FCN,Rizómilos,6/7/2023 23:13,Daune O'Looney,Female,A1,RUB,A1,Delayed,Dionis Carswell,Boeing 737,4337.46
1131,01H4EEMN9JDJW0BF85A5SWMGET,United,Floriana,19/7/2022,IVC,Nouna,6/7/2023 12:47,Darill Caddy,Male,C3,EUR,A1,On Time,Karl Birchett,Airbus A320,8058.55
1132,01H4EEMN9N94W68DWGMZRVMGJE,United,Lomba do Loução,28/3/2022,AVR,Sang-e Māshah,6/7/2023 05:08,Leann Casetti,Female,C3,EUR,A1,Cancelled,Nicoli Seiler,Embraer E190,6597.96
1133,01H4EEMN9R3GD6H25KNFXDDXC9,American,Itapagé,4/2/2022,DHN,Tsukawaki,6/7/2023 11:54,Lissi Fraczkiewicz,Female,B2,BRL,B2,Delayed,Alfi Alphonso,Airbus A320,6777.57
1134,01H4EEMN9VY501CF80XMTV3DF2,American,Gagarin,11/2/2022,TTE,Sv. Anton,6/7/2023 19:07,Tiphany McGenis,Female,C3,AMD,B2,On Time,Jasmina Tuft,Embraer E190,7440.32
1135,01H4EEMN9ZTT7N98YGCNV4723T,American,Dampit Satu,12/2/2022,AJN,Mendeleyevskiy,6/7/2023 20:03,Jorgan Pembry,Male,B2,IDR,C3,On Time,Dalli Balls,Boeing 737,9287.77
1136,01H4EEMNA2GFPV48ES26Z1JAD9,American,Lyskovo,15/4/2022,CSC,Kurye,6/7/2023 13:44,Thomas Duffell,Male,B2,RUB,A1,Cancelled,Cornell Keslake,Airbus A320,6911.35
1137,01H4EEMNA5ERTHJJSQHTYTXRAH,American,Zhishan,25/9/2022,SLK,Сарај,6/7/2023 08:05,Janine Cawood,Female,C3,CNY,C3,Delayed,Elyse Ghidini,Airbus A320,9997.18
1138,01H4EEMNA8ZH1N1ZYC1BKB5NXT,Delta,Lijiazui,15/6/2022,YXI,Tacurong,6/7/2023 15:10,Coop Swaddle,Male,A1,CNY,A1,Delayed,Devlin Groocock,Embraer E190,9804.1
1139,01H4EEMNAB8JHYG2Y2PD4GYBPM,United,Desa Baregbeg,18/8/2022,TIB,Moste,6/7/2023 05:16,Ansell Tschersich,Male,A1,IDR,B2,Delayed,Doyle Ecclestone,Airbus A320,3671.44
1140,01H4EEMNAEMCKT2F5Z63RAB68W,United,Duyang,28/7/2022,IPN,Zboriv,6/7/2023 20:18,Gallagher Tatton,Male,C3,CNY,C3,Delayed,Waldemar Lohan,Embraer E190,1972.49
1141,01H4EEMNAHHVYX8SJREK92F8KS,American,Banyuurip,29/3/2022,CBW,Zhukovka,6/7/2023 08:50,Annalise Yallowley,Female,A1,IDR,A1,Cancelled,Norma Loveland,Airbus A320,2756.89
1142,01H4EEMNAMCMCWV8336S3GPDAP,Delta,Nîmes,30/6/2022,DYL,Ramada,6/7/2023 11:44,Yoko Guerre,Genderfluid,A1,EUR,C3,Delayed,Bondie Hartlebury,Airbus A320,3302.7
1143,01H4EEMNAR55XD7DKGVRWWKPYN,Delta,Fusheng,4/7/2022,GGN,Chambellan,6/7/2023 06:31,Sophia Monteath,Female,A1,CNY,B2,Delayed,Amii McPolin,Airbus A320,3613.82
1144,01H4EEMNAV1X730A5FVQJS83G5,American,Vaulx-en-Velin,17/9/2022,BQU,Monte Novo,6/7/2023 09:23,Sandy McKimm,Male,A1,EUR,C3,On Time,Granny Coule,Boeing 737,6997.07
1145,01H4EEMNAYXMJC3F6EHXP6SSSM,American,Itapira,1/5/2022,ERT,Město Albrechtice,6/7/2023 07:36,Allis Woodrow,Female,B2,BRL,B2,Delayed,Mara Pedrocchi,Airbus A320,4629.09
1146,01H4EEMNB1ZAERZRM4METDPA64,Delta,Demerval Lobão,13/1/2022,NTI,Wuyang,6/7/2023 14:49,Giacinta Innwood,Female,B2,BRL,A1,Cancelled,Issy Sekulla,Boeing 737,1592.81
1147,01H4EEMNB483P480Q6R3D2BRQG,American,Chodów,8/3/2022,MOD,Froly,6/7/2023 15:10,Stearn Barthel,Male,B2,PLN,C3,On Time,Avigdor O'Deegan,Boeing 737,6913.1
1148,01H4EEMNB73FQG4GVC017K622X,American,Huaccana,2/6/2022,LUZ,Visconde do Rio Branco,6/7/2023 07:37,Carlie Jane,Male,A1,PEN,C3,On Time,Batholomew Bonifacio,Airbus A320,4226.45
1149,01H4EEMNBAY885F7V56FXH7DP3,United,Zhangjiagang,5/5/2022,TWA,Foumbouni,6/7/2023 17:22,Carree McClune,Female,A1,CNY,B2,Delayed,Heddie Cello,Airbus A320,2486.51
1150,01H4EEMNBEQHA2P133XN00VPEZ,Delta,Ngorongoro,4/6/2022,CET,Zhongying,6/7/2023 07:22,Muffin Bondley,Male,A1,TZS,A1,Delayed,Cullan Primrose,Boeing 737,3474.97
1151,01H4EEMNBHKDPNW8VKNN7Z6JFC,American,Hewan,1/7/2022,DVO,Chittagong,6/7/2023 03:23,Austine Cumesky,Female,B2,CNY,A1,Delayed,Maggie Delany,Boeing 737,2788.71
1152,01H4EEMNBMZNWS69RFBJQ7GV6V,Delta,Belisario Dominguez,17/12/2022,RIM,Issad,6/7/2023 00:08,Dacie Josefer,Female,A1,MXN,B2,Cancelled,Jeannine Scholes,Airbus A320,9035.71
1153,01H4EEMNBQZTMY1MWB4VP1NY50,United,Waitangi,29/3/2022,MBB,Avallon,6/7/2023 23:18,Bryana Dunsford,Female,C3,NZD,A1,Delayed,Merla Lemmens,Boeing 737,4511.07
1154,01H4EEMNBT5J29M11DQ3ESQ4XY,Delta,Thorpe,20/12/2022,HDY,Rudnyy,6/7/2023 00:46,Delora Kernell,Female,B2,GBP,C3,On Time,Alanna Wharton,Airbus A320,2079.28
1155,01H4EEMNBXXX6487HZK4YXA3GS,Delta,Isahaya,6/4/2022,HND,Zarya,6/7/2023 11:43,Al Cossum,Male,B2,JPY,A1,Cancelled,Coop Tomasik,Boeing 737,2624.23
1156,01H4EEMNC0CX10D85NJ54K1TKJ,American,Kotes,27/10/2022,ODD,Ordem,6/7/2023 15:24,Drucill Regglar,Female,B2,IDR,A1,On Time,Aleece Gooders,Boeing 737,5296.88
1157,01H4EEMNC434V5JBHX9CNWT79Y,United,Sumberejo,1/8/2022,PYM,Aya,6/7/2023 10:05,Rowe Boodle,Female,A1,IDR,C3,Delayed,Stormi Burnage,Embraer E190,1997.53
1158,01H4EEMNC7X1B51Q22Z12BT84Y,United,Sumberpucung,8/1/2022,GSQ,Hitachi-Naka,6/7/2023 10:56,Robyn Dressell,Polygender,A1,IDR,C3,Cancelled,Claudius Edlyne,Embraer E190,6471.2
1159,01H4EEMNCA41Y1S6XPRBQSA45T,American,Mariel,20/7/2022,SMG,Montreuil,6/7/2023 15:11,Neille Filyashin,Female,A1,CUP,A1,On Time,Brett Kenchington,Boeing 737,1593.25
1160,01H4EEMNCD0RAJSNTESRBQ3H3K,American,Columbus,16/11/2022,MXK,Xihu,6/7/2023 08:39,Aurel McKernon,Female,A1,USD,C3,Delayed,Nata McIan,Boeing 737,7994.32
1161,01H4EEMNCG2RCDB633XYJJ7KES,United,Dengfang,18/11/2022,ASX,Västra Frölunda,6/7/2023 20:19,Alvira Whale,Female,C3,CNY,C3,Cancelled,Charmaine Berecloth,Boeing 737,8729.37
1162,01H4EEMNCKJRYZY1AK1AESB9J1,American,Bonak,25/12/2022,GOR,Berlin,6/7/2023 12:23,Johannes Cote,Male,A1,IDR,C3,Cancelled,Thorny Feathers,Embraer E190,7804.94
1163,01H4EEMNCPNN3Q0ZS7NK4ES75T,Delta,Shangdundu,11/7/2022,YAP,Jirjā,6/7/2023 00:18,Teodor Skpsey,Male,A1,CNY,C3,Delayed,Kennan Carleman,Embraer E190,4184.96
1164,01H4EEMNCTRSCDWW1DH5YHM8DK,United,Kuusjoki,28/4/2022,SPC,San Pedro One,6/7/2023 14:31,Karlan Purdey,Male,B2,EUR,C3,Delayed,Shepard Rosita,Embraer E190,2022.66
1165,01H4EEMNCXZB5RRDY60F0780TG,Delta,Leceia,18/10/2022,QXH,Zhitang,6/7/2023 07:03,Prisca Allcott,Female,C3,EUR,C3,Delayed,Juline Scardifield,Boeing 737,3870.05
1166,01H4EEMND0ZQ6ES6A5KK7SSRMP,American,Petrich,30/10/2022,TZM,Buliran Segundo,6/7/2023 07:58,Addi Joney,Female,B2,BGN,C3,Delayed,Marieann Stutely,Embraer E190,9333.52
1167,01H4EEMND3DVNBG2PWY8RXW7NE,Delta,Jiuxian,14/3/2022,KSD,Galis Dua,6/7/2023 08:40,Jermaine Lilleyman,Female,B2,CNY,B2,Cancelled,Ursola Cristofanini,Airbus A320,9448.6
1168,01H4EEMND5HZAX7C9Y7VNSXM3V,American,Nao,21/11/2022,FCH,Głogów Małopolski,6/7/2023 00:34,Hilarius Wolfart,Male,C3,IDR,B2,On Time,Craggy Seeger,Boeing 737,7604.73
1169,01H4EEMND8AQ5S5S6TA63ZQRKG,American,Francistown,8/9/2022,AYH,Itbayat,6/7/2023 13:23,Liza Findley,Female,B2,BWP,A1,On Time,Judy Benne,Embraer E190,5718.92
1170,01H4EEMNDB02ZR9XXWWHPF3THR,Delta,Ōkuchi,18/10/2022,BSG,Göteborg,6/7/2023 01:58,Tatiania Preene,Genderfluid,B2,JPY,C3,On Time,Gianina Bread,Embraer E190,6612.11
1171,01H4EEMNDEHNQ824NNJ1ZFVPPW,Delta,Yala,15/9/2022,MRD,Hengxizhen,6/7/2023 00:18,Aguie O' Mahony,Male,C3,THB,C3,Cancelled,Mallory Bassham,Airbus A320,2324.31
1172,01H4EEMNDHE2D1JZHQQG2XTEZG,United,Issa,8/1/2022,PTK,Yinying,6/7/2023 01:25,Hendrika Tosdevin,Female,B2,RUB,A1,Delayed,Agnola Biskupski,Boeing 737,6828.29
1173,01H4EEMNDM4A0DN62JH677MBPY,Delta,Nantes,6/10/2022,XMH,Aksha,6/7/2023 08:20,Reta Yvon,Female,B2,EUR,A1,Delayed,Jeannie Olsson,Embraer E190,9143.62
1174,01H4EEMNDQZ6M9EYHGJ3M6KP5X,American,Artemivs’k,27/11/2022,LWL,Malakal,6/7/2023 12:04,Angelica Fassbender,Female,B2,UAH,B2,On Time,Alejandrina Clixby,Embraer E190,3084.46
1175,01H4EEMNDT3CSNXYYR8BFKNPAY,United,Wilmington,17/4/2022,LVL,Marabahan,6/7/2023 23:03,Juan Bemlott,Male,A1,USD,A1,Cancelled,Emanuele Manus,Boeing 737,2927.89
1176,01H4EEMNDW7969PMFCXN1Q5YN6,United,Lubenec,10/10/2022,BIN,Mogapinyana,6/7/2023 02:53,Cristie Daniells,Female,A1,CZK,B2,Delayed,Fina Hartup,Embraer E190,7763.17
1177,01H4EEMNDZ3AYPVFJYSX4G6XBH,United,Quinta da Torre,16/5/2022,DAG,Ngulahan,6/7/2023 12:48,Devy O'Scannill,Male,B2,EUR,C3,Cancelled,Pen Wandtke,Airbus A320,9235.52
1178,01H4EEMNE2FECBFAYS4PBYXGCB,United,Issenye,18/11/2022,BBW,Pápa,6/7/2023 14:06,Marvin Brizell,Male,B2,TZS,C3,Delayed,Goran Cracknell,Airbus A320,2720.58
1179,01H4EEMNE535Z2N6CYBKFPYBTF,American,Dunhao,4/5/2022,MKA,Yukhnov,6/7/2023 09:39,Ravi Downer,Male,A1,CNY,A1,Delayed,Tuckie Cleminshaw,Airbus A320,4896.03
1180,01H4EEMNE849SW7NTWHRGPMWX5,American,Krasna,11/6/2022,BGH,Winangun,6/7/2023 06:04,Elmer Thornthwaite,Male,B2,UAH,C3,Delayed,Creigh Gewer,Airbus A320,9879.35
1181,01H4EEMNEBJA0CJ2MH6P4XRM9A,American,Bataiporã,20/12/2022,0,Vratsa,6/7/2023 21:00,Kimberly Bog,Female,A1,BRL,C3,On Time,Hetty Goodwyn,Airbus A320,8648.86
1182,01H4EEMNEE71739CE9V55YS4TR,United,Nikitinskiy,9/2/2022,IRJ,Changlu,6/7/2023 12:26,Creighton Callway,Male,A1,RUB,C3,Cancelled,Roosevelt Comerford,Embraer E190,7759.74
1183,01H4EEMNEHPEXZANYYPS4YH0ZP,Delta,Bengubelan,4/11/2022,KPE,Lok,6/7/2023 18:25,Leontine Kreuzer,Female,C3,IDR,C3,Delayed,Ivonne Lehrahan,Boeing 737,2852.38
1184,01H4EEMNEMDDXP0JJGT7V2BYQ8,American,Mmaaf,23/8/2022,BOM,Petaling Jaya,6/7/2023 07:10,Ebba Avrasin,Female,C3,IDR,C3,Cancelled,Wynne Pendlington,Boeing 737,3128.86
1185,01H4EEMNEQPGN7R7M45CPG37MH,Delta,Babakan,8/1/2022,UNK,Fonte Boa,6/7/2023 18:39,Albie McParlin,Male,C3,IDR,B2,On Time,Zaccaria Chastey,Embraer E190,4497.05
1186,01H4EEMNES1449CVZEKNP5E05S,Delta,Kuching,13/4/2022,CCW,Nam Đàn,6/7/2023 15:56,Shelton Manhood,Male,A1,MYR,C3,On Time,Llewellyn Gwatkins,Embraer E190,4484.16
1187,01H4EEMNEWZ8AZJRYEQBEXTENN,Delta,Kolno,25/4/2022,LDH,Baitashan,6/7/2023 12:36,Rutledge Jancik,Male,C3,PLN,B2,On Time,Bartolomeo Carwithim,Airbus A320,4391.3
1188,01H4EEMNEZPRQFJY80B2HRE6G5,American,Tianhu,17/8/2022,MVO,Sionogan,6/7/2023 16:27,Letty Dunne,Polygender,C3,CNY,B2,Cancelled,Bernhard Mattingley,Airbus A320,3334.85
1189,01H4EEMNF2D8NFPGQGKE9450H7,Delta,Bokong Timur,21/4/2022,AUT,Shimodate,6/7/2023 17:19,Dora Baus,Female,B2,IDR,B2,Cancelled,Sheelah Suermeiers,Boeing 737,1334.58
1190,01H4EEMNF5KQ1YQNGB066WHNBN,American,Intibucá,20/8/2022,MBI,Oumé,6/7/2023 05:11,Kaile Sydenham,Female,B2,HNL,A1,Cancelled,Miguela Gors,Boeing 737,3180.87
1191,01H4EEMNF8CVZFNM4DF3YXD80V,United,Duas Igrejas,15/8/2022,MDP,Igir-igir,6/7/2023 05:15,Fulvia Rousell,Female,B2,EUR,C3,Cancelled,Terrie Stellino,Embraer E190,7545.18
1192,01H4EEMNFBZJVA128FMECMHAEK,American,Manturovo,22/11/2022,CCV,Tagbilaran City,6/7/2023 03:34,Libbie Stripp,Female,A1,RUB,A1,On Time,Dyana Andriveaux,Airbus A320,6795.98
1193,01H4EEMNFDARX9Z24MBC7CG9F1,United,Bendosewu,11/12/2022,OLS,Kashiwa,6/7/2023 12:23,Eveleen Relph,Female,A1,IDR,B2,Delayed,Audrye Mendonca,Airbus A320,4060.84
1194,01H4EEMNFGZH6MZKZE69H6R2F0,United,Nashville,28/8/2022,HOR,Bluefields,6/7/2023 04:11,Margeaux Margaret,Female,B2,USD,B2,Cancelled,Agnes Glading,Embraer E190,6590.91
1195,01H4EEMNFKM6S6ZY1KY19ENDQR,United,Gongji,1/4/2022,PRV,Chlumčany,6/7/2023 02:51,Pansie Strangeways,Female,B2,CNY,C3,Cancelled,Alikee Dimmick,Boeing 737,9507.64
1196,01H4EEMNFPT11WFV844492ZSAG,United,Skarbimierz Osiedle,14/8/2022,WAK,Bojonegoro,6/7/2023 20:10,Engelbert Rupel,Male,A1,PLN,B2,Delayed,Amery Frany,Boeing 737,5062.54
1197,01H4EEMNFSWBE94F2KAC5R1NHG,United,San Jose,10/9/2022,PFB,Beauvais,6/7/2023 19:24,Arne Dauber,Male,C3,PHP,A1,On Time,Red O'Luby,Airbus A320,8991.96
1198,01H4EEMNFWDY4W4EW2HR2M2G4D,American,Zhangye,29/8/2022,EIY,Chernelytsya,6/7/2023 00:19,Dimitri Curreen,Male,A1,CNY,B2,Cancelled,Alonso Pascow,Airbus A320,8202.8
1199,01H4EEMNFY6DJA3T85N55XBVD4,Delta,Xia’ertai,26/2/2022,RVV,Kepoh,6/7/2023 02:06,Coletta Penhaligon,Female,B2,CNY,A1,Delayed,Una Le Maitre,Boeing 737,9718.27
1200,01H4EEMNG1NEZD15EHDB3Y6SWH,Delta,Kramarzówka,23/5/2022,BYD,Kåge,6/7/2023 03:56,Darline Breit,Female,B2,PLN,C3,Delayed,Cyb Gutman,Airbus A320,5270.02
1201,01H4EEMNG4E6YRQWH5SAZVGKMD,United,Bumpe,14/7/2022,AMD,Acobambilla,6/7/2023 20:12,Marya Elcum,Female,A1,SLL,C3,Delayed,Dedra Feige,Boeing 737,7462.78
1202,01H4EEMNG7H04S675Y3BFY0FJV,Delta,Los Angeles,30/9/2022,VPE,Pewel Wielka,6/7/2023 18:06,Vida Kilminster,Female,C3,USD,A1,On Time,Sharl Chagg,Embraer E190,7254.91
1203,01H4EEMNGA0NCQCYHBDZ8PWX1B,United,Mengxingzhuang,3/12/2022,PTC,Charlotte,6/7/2023 22:46,Mateo Martyn,Male,B2,CNY,C3,Cancelled,Mathe Ennion,Boeing 737,9405.93
1204,01H4EEMNGD5HN5E1Y2SPC3FV59,American,Viangxai,12/2/2022,MWN,Naji,6/7/2023 06:24,Teador Labell,Genderfluid,C3,LAK,A1,On Time,Nanon McGuggy,Boeing 737,3395.27
1205,01H4EEMNGG8H0C5YN2QBCZRM9M,Delta,Xichang,4/4/2022,GWD,Hachinohe,6/7/2023 10:41,Husein Canape,Male,B2,CNY,B2,On Time,Franciskus Dobbing,Embraer E190,3158.06
1206,01H4EEMNGJK64X270D14FQR8P1,Delta,Täby,18/8/2022,LAR,Belene,6/7/2023 20:46,Olva Inglish,Female,B2,SEK,C3,Delayed,Lin Barczewski,Boeing 737,1916.35
1207,01H4EEMNGNCGCCT9DDHP5HB8BG,Delta,Pedamaran,12/5/2022,GWY,Nahariya,6/7/2023 20:48,Edie Metcalf,Female,B2,IDR,B2,Cancelled,Clarabelle Bedo,Boeing 737,2044.47
1208,01H4EEMNGR8WSVVYQ9CCGAJWPK,American,Terjan,14/9/2022,WUT,Huashan,6/7/2023 12:17,Ddene Spaduzza,Female,A1,IDR,A1,On Time,Lenka Beal,Boeing 737,3947.04
1209,01H4EEMNGV8X0HY5SS7F83QJ8H,Delta,Xigou,15/10/2022,DWO,Manogay,6/7/2023 04:32,Woody Maciejak,Male,C3,CNY,B2,Delayed,Walsh Dowgill,Embraer E190,7791.67
1210,01H4EEMNGYN1C9KK3RB27TGEC8,American,Porto Seguro,3/12/2022,TRW,Chornobay,6/7/2023 15:38,Donn Oxford,Male,C3,BRL,B2,Delayed,Wilbert MacCahey,Airbus A320,3069.3
1211,01H4EEMNH1347Z27T7HDP7Y3ZA,Delta,Fezna,4/4/2022,FHZ,Briey,6/7/2023 10:52,Genvieve Sahlstrom,Female,A1,MAD,B2,On Time,Anderea Rassmann,Embraer E190,9619.8
1212,01H4EEMNH47E1KM2DV5CSVZJY6,United,Stony Plain,15/1/2022,TRQ,Žagarė,6/7/2023 05:33,Carmon Gulliver,Female,B2,CAD,A1,Delayed,Guillema Worg,Airbus A320,3715.43
1213,01H4EEMNH7J1MHNPRW3HJGJTYD,American,Bunog,27/6/2022,IGO,Asan Kumbang,6/7/2023 19:02,Christiana Chater,Female,B2,PHP,B2,Delayed,Mattie Teissier,Airbus A320,3181.8
1214,01H4EEMNHARWD4ZNPWBKM0RVDR,Delta,São Gabriel,29/9/2022,TAC,San Luis del Palmar,6/7/2023 22:59,Shoshanna Bainbridge,Female,B2,BRL,A1,Cancelled,Charline McGrill,Boeing 737,9325.21
1215,01H4EEMNHCFJZ1QB3ZHFWFXATZ,United,Santa Catarina Ixtahuacán,19/1/2022,WIO,La Cruz,6/7/2023 15:39,Karrie Kiddey,Female,C3,GTQ,C3,Cancelled,Rosalind Parcell,Embraer E190,3785.58
1216,01H4EEMNHFRPXMZ7BQN4E1BP98,American,Tomay Kichwa,30/7/2022,WUA,Shamboyacu,6/7/2023 08:07,Fairleigh Kirrens,Male,C3,PEN,A1,On Time,Dare Zoellner,Embraer E190,9310.1
1217,01H4EEMNHJ3WCW2DZSS2YG12JQ,American,Ustyuzhna,8/11/2022,TTN,As Samawah,6/7/2023 19:40,Aristotle Ungaretti,Male,C3,RUB,B2,On Time,Bernardo Pietruszka,Embraer E190,9043.79
1218,01H4EEMNHNHQKVFC6FBX3JN1WM,United,Sabang,4/11/2022,DRH,Shilu,6/7/2023 19:24,Artus Klehn,Male,C3,PHP,B2,Cancelled,Fee Fearne,Airbus A320,7351.25
1219,01H4EEMNHRFQ38HNH714J4HDHC,American,Verona,22/1/2022,VRN,Zruč nad Sázavou,6/7/2023 01:59,Trisha Furneaux,Female,B2,EUR,B2,On Time,Vevay Dockwray,Embraer E190,9199.04
1220,01H4EEMNHV9M2J3BKDT8GAXPXJ,Delta,Il’ya,5/8/2022,OZC,Srokowo,6/7/2023 16:37,Raven Jelphs,Female,B2,BYR,A1,Cancelled,Lorine Bantock,Airbus A320,1588.53
1221,01H4EEMNHYC4RCHSSE6Z98Z475,Delta,Laval,15/11/2022,SII,Pimian,6/7/2023 12:37,Dilan Bassingham,Male,C3,CAD,B2,On Time,Luis Bennoe,Boeing 737,5772.75
1222,01H4EEMNJ1G4J87HSQ5GV2RGT9,Delta,Uralets,1/2/2022,MHK,Xinying,6/7/2023 11:47,Flossy Hoffmann,Female,C3,RUB,C3,Delayed,Christel Grodden,Embraer E190,1811.81
1223,01H4EEMNJF6N2PX79PZ5JXZDH8,United,Haveli,11/12/2022,BSB,Radymno,6/7/2023 07:51,Dietrich Stockdale,Male,B2,PKR,B2,Delayed,Garv Bollen,Embraer E190,7933.24
1224,01H4EEMNJJSX5ZY610Q5AQF38X,American,Aurora,14/8/2022,ELM,Dungloe,6/7/2023 09:21,Anatola Quantick,Female,C3,USD,B2,On Time,Minda Gorrick,Embraer E190,8132.94
1225,01H4EEMNJNQWH6991BAMGCBQ2T,Delta,Rosice,16/3/2022,NEL,Tomaševac,6/7/2023 08:16,Brock Robillart,Male,B2,CZK,C3,On Time,Earlie Eborall,Embraer E190,3721.49
1226,01H4EEMNJRBWCBXG2H38A4QSRD,United,Pilot Butte,4/8/2022,APN,Amberd,6/7/2023 15:32,Maryrose Huckel,Female,A1,CAD,A1,Delayed,Marybelle Finn,Airbus A320,7294.62
1227,01H4EEMNJV24PJTVXEWZ5D6KQT,American,Peras Ruivas,4/10/2022,CHU,Saint-Pierre-Montlimart,6/7/2023 05:17,Gordan Sterley,Male,A1,EUR,B2,Cancelled,Pooh Mitchall,Airbus A320,3856.05
1228,01H4EEMNJX21AXAMGA3TJEM6SK,United,T’et’ri Tsqaro,27/12/2022,BMQ,Viana do Alentejo,6/7/2023 14:33,Randell Cavendish,Male,B2,GEL,A1,Cancelled,Orrin Silverthorne,Airbus A320,7128.0
1229,01H4EEMNK0BA1X08NPPP2TMR47,American,Yushikalasu,18/12/2022,VXE,Makrychóri,6/7/2023 10:25,Stephani Linford,Female,A1,CNY,C3,On Time,Sheelah Calderbank,Embraer E190,7194.09
1230,01H4EEMNK32892E8CCBKYJB00T,American,Serikbuya,24/1/2022,USR,Caieiras,6/7/2023 20:48,Dulce Zylberdik,Female,C3,CNY,C3,On Time,Virginie Adam,Airbus A320,5110.3
1231,01H4EEMNK6XA1TYV4439731WBF,American,El Guapinol,4/4/2022,BXW,Lavaltrie,6/7/2023 19:18,Heidi Harce,Female,B2,HNL,A1,Delayed,Haley Fasson,Boeing 737,1109.41
1232,01H4EEMNK9MJ7XZZQ96KM4VGW0,United,Santa Cruz,16/1/2022,JDG,Bang Pakong,6/7/2023 10:44,Alberik Caines,Male,C3,PHP,A1,On Time,Rowan Pozzi,Boeing 737,2093.45
1233,01H4EEMNKCY2A8XXW1H82JSZZS,Delta,Singgit,12/5/2022,MBQ,Gaoguan,6/7/2023 19:28,Arni Bowen,Male,B2,IDR,A1,On Time,Gibbie Meineck,Embraer E190,6449.49
1234,01H4EEMNKFM6T14KECZKGW5K2K,American,Porirua,15/9/2022,TKJ,Luoqiao,6/7/2023 02:12,Julian Cartmell,Male,B2,NZD,B2,Delayed,Patricio Ballston,Boeing 737,1222.84
1235,01H4EEMNKHJ5NK388SW1714KX5,American,Richmond,11/12/2022,ANU,Montgomery,6/7/2023 21:04,Martie Oganesian,Male,A1,USD,A1,Cancelled,Val MacRierie,Airbus A320,5881.75
1236,01H4EEMNKMTGR1KEPC5Z9CW4PN,American,Černelavci,22/6/2022,DHD,Huangwei,6/7/2023 10:46,Egan Rawsthorne,Male,B2,EUR,C3,Delayed,Hymie Raffan,Airbus A320,2443.51
1237,01H4EEMNKQG9Z2HQCR288Z6YNJ,Delta,Klaeng,28/1/2022,ATK,Manogay,6/7/2023 21:41,Abe Kalinsky,Male,B2,THB,A1,Cancelled,Cash Middleweek,Boeing 737,9065.14
1238,01H4EEMNKT0E864FT9W8KM4S15,American,Aloja,4/10/2022,BWA,Lüyang,6/7/2023 17:55,Maggee Cadagan,Female,A1,EUR,C3,On Time,Juliet Gallegos,Boeing 737,6674.06
1239,01H4EEMNKX39DPGNNA96TQ5C6F,Delta,Asempapak,19/2/2022,WGC,Saijō,6/7/2023 08:50,Guenevere Lewer,Female,A1,IDR,C3,Cancelled,Corry Mountstephen,Airbus A320,4265.68
1240,01H4EEMNM0TF3KTA8JK8A2C4YP,United,Gorno Orizari,13/1/2022,HEZ,Limen,6/7/2023 19:40,Pierce Baglan,Male,A1,MKD,B2,Cancelled,Alic Wyeld,Embraer E190,4427.03
